text,term,polarity
The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.,wintermelon,joy
The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.,assortment of fresh mushrooms and vegetables,joy
"At 5 dumplings for $1, you just cannot go wrong.",dumplings,approval
But the pizza is way to expensive.,pizza,disgust
"And the staff is also young, energeic and hot!!!!",staff,joy
"Even better, they know how to cook French classics like Steak au Poivre and Onglet without burning it to death or overcooking it.",Steak au Poivre,approval
"Even better, they know how to cook French classics like Steak au Poivre and Onglet without burning it to death or overcooking it.",Onglet,approval
"Service was decent, but not as smooth as I would expect from a place with these prices and reputation.",prices,disappointed
"Service was decent, but not as smooth as I would expect from a place with these prices and reputation.",reputation,approval
We had a wonderful meal at Naples 45 a month ago on a visit to NYC.,meal,joy
Good drink.,drink,approval
"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",food,approval
"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",spinach and corn dumplings,approval
"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",service,approval
"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",bathroom,approval
"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",massamman curry,approval
We had a girls' night dinner here for restaurant week.,dinner,neutral
"However, I was there for a work dinner not long ago when my colleague from London noticed a very large waterbug on the ceiling.",ceiling,disgust
"However, I was there for a work dinner not long ago when my colleague from London noticed a very large waterbug on the ceiling.",dinner,neutral
My chow fun and chow see was really bland and oily.,chow fun and chow see,disgust
"Even though I made the reservation at 3pm for the same night through Dinnerbroker, we were seated at a table with one of the best view!",table,love
"Even though I made the reservation at 3pm for the same night through Dinnerbroker, we were seated at a table with one of the best view!",reservation,love
"Even though I made the reservation at 3pm for the same night through Dinnerbroker, we were seated at a table with one of the best view!",seated,love
"we did notice however, that some tables had what looked like pita instead of naan.",pita,disappointed
"we did notice however, that some tables had what looked like pita instead of naan.",naan,disappointed
"I didn't take a look at the rest menu, but the oysters were fantastic.",menu,neutral
"I didn't take a look at the rest menu, but the oysters were fantastic.",oysters,joy
The grilled cheese at home afterwards was better.!!,grilled cheese,disappointed
"Great service, great food.",service,approval
"Great service, great food.",food,approval
"sometimes i get bad food and bad service, sometimes i get good good and bad service.",food,disgust
"sometimes i get bad food and bad service, sometimes i get good good and bad service.",service,disgust
"sometimes i get bad food and bad service, sometimes i get good good and bad service.",service,disgust
"sometimes i get bad food and bad service, sometimes i get good good and bad service.",good,approval
When we were finally seated our waitress came by twice-1 for our order and 2-for our check.,waitress,disappointed
When we were finally seated our waitress came by twice-1 for our order and 2-for our check.,check,neutral
In summer-eat outside on a terrace (another great feature of Suan)!!!,terrace,approval
"It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...",design,love
"It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...",drinks,love
"It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...",food,love
"It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...",bar,neutral
We did have to wait at the bar for approx.,bar,neutral
"If you love seafood, you would love this place!",seafood,love
"If you love seafood, you would love this place!",place,love
"Good, fast service.",service,approval
They charge different prices all the time.,prices,disgust
"I was in love with Pongsri on 48th, but compared to Suan it is slow in service and overpriced.",service,disgust
"My friends and I experienced amazing cheese and a delicious, new summer menu at Artisanal last night.",cheese,joy
"My friends and I experienced amazing cheese and a delicious, new summer menu at Artisanal last night.",menu,approval
"It's charmingly small and that leads to an atmoshere that is extremely cozy and romantic, even.",atmoshere,joy
It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.,Japanese cuisine,disgust
"In terms of the food itself -- nothing special, we limited ourselves to several appetizers.",food,neutral
"In terms of the food itself -- nothing special, we limited ourselves to several appetizers.",appetizers,neutral
Love the Jazz bands on Fri and Sat.,Jazz bands,love
"To begin, we were told there was a 30 minute wait and started to leave, when the hostess offered to call us on our cell phone when the table was ready.",hostess,approval
